"","Variable","Coefficient","Protein"
"43592","cg02063520",-0.000308796161971732,"Flt3L_FOM1"
"43593","cg02072757",0.000423126304567281,"Flt3L_FOM1"
"43594","cg02150218",-0.00234649882217938,"Flt3L_FOM1"
"43595","cg02156776",0.000232538429419874,"Flt3L_FOM1"
"43596","cg02157626",-0.000468384232591506,"Flt3L_FOM1"
"43597","cg02157827",0.000174441038140777,"Flt3L_FOM1"
"43598","cg02173782",-0.000370711742935674,"Flt3L_FOM1"
"43599","cg02197634",-0.00262278266526778,"Flt3L_FOM1"
"43600","cg02212846",0.00047800160789607,"Flt3L_FOM1"
"43601","cg02246922",0.00594447534558198,"Flt3L_FOM1"
"43602","cg02270332",0.00446847041586106,"Flt3L_FOM1"
"43603","cg02285791",0.000848777577650334,"Flt3L_FOM1"
"43604","cg02304584",-0.00128849127179024,"Flt3L_FOM1"
"43605","cg02340312",0.00143554487084668,"Flt3L_FOM1"
"43606","cg02376916",-0.00415083770802667,"Flt3L_FOM1"
"43607","cg02379116",-0.000263252095133406,"Flt3L_FOM1"
"43608","cg02383285",-0.00114690769176705,"Flt3L_FOM1"
"43609","cg02389040",-0.00129694913278474,"Flt3L_FOM1"
"43610","cg02404974",-0.000409195672369399,"Flt3L_FOM1"
"43611","cg02504993",0.0132199007457283,"Flt3L_FOM1"
"43612","cg02521389",-0.00156754428179414,"Flt3L_FOM1"
"43613","cg02580082",-7.49290752996649e-06,"Flt3L_FOM1"
"43614","cg02612650",0.00129572850358836,"Flt3L_FOM1"
"43615","cg02638136",-0.00132911090941087,"Flt3L_FOM1"
"43616","cg02669193",0.00163412761963271,"Flt3L_FOM1"
"43617","cg02673107",0.000952853228699101,"Flt3L_FOM1"
"43618","cg02692313",-0.00432854858541884,"Flt3L_FOM1"
"43619","cg02740007",-0.00283461198274552,"Flt3L_FOM1"
"43620","cg02749948",0.00191807619254465,"Flt3L_FOM1"
"43621","cg02753444",0.00565241401253332,"Flt3L_FOM1"
"43622","cg02774282",-0.00266080945410287,"Flt3L_FOM1"
"43623","cg02786267",-0.000263442355446003,"Flt3L_FOM1"
"43624","cg02829743",0.00169498112972428,"Flt3L_FOM1"
"43625","cg02836767",0.00509496072176127,"Flt3L_FOM1"
"43626","cg02844892",-0.00194094252342316,"Flt3L_FOM1"
"43627","cg02871313",0.00422059382741976,"Flt3L_FOM1"
"43628","cg02880877",0.000219686631033351,"Flt3L_FOM1"
"43629","cg02890435",-0.000110006288631174,"Flt3L_FOM1"
"43630","cg02904996",0.00381885481574838,"Flt3L_FOM1"
"43631","cg02956194",-0.00933287861891126,"Flt3L_FOM1"
"43632","cg02979711",-0.00421471334993598,"Flt3L_FOM1"
"43633","cg02980249",0.000224077473144635,"Flt3L_FOM1"
"43634","cg02997295",0.00285132954056741,"Flt3L_FOM1"
"43635","cg03019219",-0.00212870898046278,"Flt3L_FOM1"
"43636","cg03081173",0.00105586024288786,"Flt3L_FOM1"
"43637","cg03096543",-0.000557264674568825,"Flt3L_FOM1"
"43638","cg03126739",-0.00174538034141017,"Flt3L_FOM1"
"43639","cg03128060",0.00227039937376362,"Flt3L_FOM1"
"43640","cg03159191",0.000178294567039236,"Flt3L_FOM1"
"43641","cg03161803",9.53333305910286e-05,"Flt3L_FOM1"
"43642","cg03173502",0.00194302167807301,"Flt3L_FOM1"
"43643","cg03181300",0.00176642784826262,"Flt3L_FOM1"
"43644","cg03229061",-0.00185159651198749,"Flt3L_FOM1"
"43645","cg03254818",-0.00370781928342702,"Flt3L_FOM1"
"43646","cg03261948",-0.00121540930930362,"Flt3L_FOM1"
"43647","cg03264133",0.00364420379843547,"Flt3L_FOM1"
"43648","cg03312406",-0.00218807886388859,"Flt3L_FOM1"
"43649","cg03317682",0.000346522368159267,"Flt3L_FOM1"
"43650","cg03339321",0.00016582290674102,"Flt3L_FOM1"
"43651","cg03349134",-0.000795460665639754,"Flt3L_FOM1"
"43652","cg03354508",-0.00148153395161659,"Flt3L_FOM1"
"43653","cg03411334",-4.77879967559378e-05,"Flt3L_FOM1"
"43654","cg03432955",0.000186802633502866,"Flt3L_FOM1"
"43655","cg03517284",0.00208569342050852,"Flt3L_FOM1"
"43656","cg03543593",0.00137477069091965,"Flt3L_FOM1"
"43657","cg03554196",0.00164532831523096,"Flt3L_FOM1"
"43658","cg03562868",0.000165854939607305,"Flt3L_FOM1"
"43659","cg03570263",-0.00116498503168523,"Flt3L_FOM1"
"43660","cg03570577",0.0011337994416924,"Flt3L_FOM1"
"43661","cg03583746",-0.000124541373795552,"Flt3L_FOM1"
"43662","cg03597347",0.000321949133798249,"Flt3L_FOM1"
"43663","cg03598801",-0.000591279267665958,"Flt3L_FOM1"
"43664","cg03605610",0.000775425066804894,"Flt3L_FOM1"
"43665","cg03636880",-0.00322706228140247,"Flt3L_FOM1"
"43666","cg03657281",-0.00307298680180281,"Flt3L_FOM1"
"43667","cg03669949",-0.00156257890161501,"Flt3L_FOM1"
"43668","cg03682719",0.00208939761019647,"Flt3L_FOM1"
"43669","cg03693925",7.80939915891006e-05,"Flt3L_FOM1"
"43670","cg03702686",-0.00143007562558247,"Flt3L_FOM1"
"43671","cg03717755",0.000384489224474058,"Flt3L_FOM1"
"43672","cg03849834",0.000548830826584885,"Flt3L_FOM1"
"43673","cg03854865",-0.000312720548864905,"Flt3L_FOM1"
"43674","cg03862999",-0.000873859849634917,"Flt3L_FOM1"
"43675","cg03876548",-0.00572440995029611,"Flt3L_FOM1"
"43676","cg03926206",-0.000303398191435699,"Flt3L_FOM1"
"43677","cg03932978",0.000390626065963447,"Flt3L_FOM1"
"43678","cg03940243",-0.000455504632799406,"Flt3L_FOM1"
"43679","cg03943025",0.00166351445623368,"Flt3L_FOM1"
"43680","cg03969305",0.000163336843179682,"Flt3L_FOM1"
"43681","cg04018738",0.000144870497383938,"Flt3L_FOM1"
"43682","cg04026937",0.00227522339885655,"Flt3L_FOM1"
"43683","cg04054303",-0.00249276099831687,"Flt3L_FOM1"
"43684","cg04064963",-0.000629832767793787,"Flt3L_FOM1"
"43685","cg04066190",0.000405534744062415,"Flt3L_FOM1"
"43686","cg04132418",0.000806846565662116,"Flt3L_FOM1"
"43687","cg04135377",-0.0016396162071416,"Flt3L_FOM1"
"43688","cg04142955",0.00223111717352779,"Flt3L_FOM1"
"43689","cg04165000",9.4913725008389e-05,"Flt3L_FOM1"
"43690","cg04219001",0.00130897348510548,"Flt3L_FOM1"
"43691","cg04228709",0.00052065908840333,"Flt3L_FOM1"
"43692","cg04305673",-0.00104844766510691,"Flt3L_FOM1"
"43693","cg04315646",0.000903920638771231,"Flt3L_FOM1"
"43694","cg04322718",-0.000136432563110655,"Flt3L_FOM1"
"43695","cg04325960",0.000880252165457144,"Flt3L_FOM1"
"43696","cg04421392",0.000879997268584914,"Flt3L_FOM1"
"43697","cg04434244",-0.00136892827973835,"Flt3L_FOM1"
"43698","cg04438129",0.00012116863052006,"Flt3L_FOM1"
"43699","cg04493778",0.00208200245336125,"Flt3L_FOM1"
"43700","cg04502706",-0.000641598800899188,"Flt3L_FOM1"
"43701","cg04520169",-0.00653947785520015,"Flt3L_FOM1"
"43702","cg04533751",-0.00181139411302401,"Flt3L_FOM1"
"43703","cg04540711",-0.000696066794549072,"Flt3L_FOM1"
"43704","cg04567302",0.000989516294099967,"Flt3L_FOM1"
"43705","cg04590841",0.0011333598635874,"Flt3L_FOM1"
"43706","cg04608779",2.27276491471688e-05,"Flt3L_FOM1"
"43707","cg04627110",-0.000271130779090328,"Flt3L_FOM1"
"43708","cg04628742",-0.00139320561601833,"Flt3L_FOM1"
"43709","cg04639931",-0.000249190143026618,"Flt3L_FOM1"
"43710","cg04647494",-0.000102538186780231,"Flt3L_FOM1"
"43711","cg04651621",0.00102401659853364,"Flt3L_FOM1"
"43712","cg04694022",0.00018893955126176,"Flt3L_FOM1"
"43713","cg04717373",0.000376501155205345,"Flt3L_FOM1"
"43714","cg04736217",-0.00153372601612376,"Flt3L_FOM1"
"43715","cg04749631",-0.00431428356417443,"Flt3L_FOM1"
"43716","cg04753078",0.00120889430906518,"Flt3L_FOM1"
"43717","cg04780491",0.000219510040452181,"Flt3L_FOM1"
"43718","cg04804643",0.00147574732542412,"Flt3L_FOM1"
"43719","cg04828105",0.00133477119652404,"Flt3L_FOM1"
"43720","cg04870110",-0.000619461717501342,"Flt3L_FOM1"
"43721","cg04872414",-0.00123207650749585,"Flt3L_FOM1"
"43722","cg04941418",-0.000613778296854902,"Flt3L_FOM1"
"43723","cg04967737",-0.00110879842650244,"Flt3L_FOM1"
"43724","cg04970287",0.00145442066942806,"Flt3L_FOM1"
"43725","cg05033185",0.000707844337985016,"Flt3L_FOM1"
"43726","cg05081167",-0.00120292950993488,"Flt3L_FOM1"
"43727","cg05100867",0.00026920110516788,"Flt3L_FOM1"
"43728","cg05111645",0.00666846127051952,"Flt3L_FOM1"
"43729","cg05123933",0.00383374428195295,"Flt3L_FOM1"
"43730","cg05137103",-0.000308016774076883,"Flt3L_FOM1"
"43731","cg05165071",-0.00184456727842672,"Flt3L_FOM1"
"43732","cg05219445",-0.000203474026070955,"Flt3L_FOM1"
"43733","cg05263760",0.000179143736379743,"Flt3L_FOM1"
"43734","cg05276066",-0.00183808928510781,"Flt3L_FOM1"
"43735","cg05280932",-0.00024503685475513,"Flt3L_FOM1"
"43736","cg05282260",0.000106543329888942,"Flt3L_FOM1"
"43737","cg05312353",0.000698653661202354,"Flt3L_FOM1"
"43738","cg05370853",-0.00155269260673969,"Flt3L_FOM1"
"43739","cg05381900",-0.000808826174476149,"Flt3L_FOM1"
"43740","cg05419812",0.00174198125379978,"Flt3L_FOM1"
"43741","cg05463307",-0.000787581429026469,"Flt3L_FOM1"
"43742","cg05495478",-0.000716975453903891,"Flt3L_FOM1"
"43743","cg05509820",-0.00327102667958563,"Flt3L_FOM1"
"43744","cg05513455",0.000506999782612055,"Flt3L_FOM1"
"43745","cg05556917",0.000293500539854542,"Flt3L_FOM1"
"43746","cg05563515",4.95115444781078e-05,"Flt3L_FOM1"
"43747","cg05573767",0.00198882407714366,"Flt3L_FOM1"
"43748","cg05624930",-0.00242562628838659,"Flt3L_FOM1"
"43749","cg05679108",-2.77583159211737e-06,"Flt3L_FOM1"
"43750","cg05695995",0.000390742181074731,"Flt3L_FOM1"
"43751","cg05764570",-0.00124822340359895,"Flt3L_FOM1"
"43752","cg05784148",0.000475815981089349,"Flt3L_FOM1"
"43753","cg05816193",-8.41994855890021e-05,"Flt3L_FOM1"
"43754","cg05826295",0.000519740605121277,"Flt3L_FOM1"
"43755","cg05846476",0.000506531365761199,"Flt3L_FOM1"
"43756","cg05857999",-0.000350629650041025,"Flt3L_FOM1"
"43757","cg05873359",0.000366552533350084,"Flt3L_FOM1"
"43758","cg05927817",0.000980147034686554,"Flt3L_FOM1"
"43759","cg05985988",-7.26095912326112e-05,"Flt3L_FOM1"
"43760","cg06002203",0.00181909889915872,"Flt3L_FOM1"
"43761","cg06003184",-0.0026663724985412,"Flt3L_FOM1"
"43762","cg06008435",-0.000434324541827795,"Flt3L_FOM1"
"43763","cg06030274",-0.00210342358607738,"Flt3L_FOM1"
"43764","cg06031268",0.000141805898082827,"Flt3L_FOM1"
"43765","cg06032337",-0.00100127735952008,"Flt3L_FOM1"
"43766","cg06033949",0.00017263105106003,"Flt3L_FOM1"
"43767","cg06064954",-0.000118179766232045,"Flt3L_FOM1"
"43768","cg06087101",0.000884885400837063,"Flt3L_FOM1"
"43769","cg06096446",0.00171678716337515,"Flt3L_FOM1"
"43770","cg06104914",9.6594473571819e-05,"Flt3L_FOM1"
"43771","cg06112171",-3.98776169642163e-05,"Flt3L_FOM1"
"43772","cg06167524",-0.00133796366475334,"Flt3L_FOM1"
"43773","cg06206057",-0.000337996025636729,"Flt3L_FOM1"
"43774","cg06244947",-0.000643278222179627,"Flt3L_FOM1"
"43775","cg06314883",0.000999948526394916,"Flt3L_FOM1"
"43776","cg06330797",0.000848722336448676,"Flt3L_FOM1"
"43777","cg06336590",-0.000132283092003983,"Flt3L_FOM1"
"43778","cg06386482",-0.00643600427388362,"Flt3L_FOM1"
"43779","cg06388363",-0.00186043508831649,"Flt3L_FOM1"
"43780","cg06400745",-0.000425299970954858,"Flt3L_FOM1"
"43781","cg06404832",0.000160967627227117,"Flt3L_FOM1"
"43782","cg06422467",-9.12888397385577e-07,"Flt3L_FOM1"
"43783","cg06426293",0.0012004033100483,"Flt3L_FOM1"
"43784","cg06437840",-0.00393542257004552,"Flt3L_FOM1"
"43785","cg06475902",-0.00282549078457432,"Flt3L_FOM1"
"43786","cg06484169",0.000408775044487572,"Flt3L_FOM1"
"43787","cg06503981",-0.00426453473523638,"Flt3L_FOM1"
"43788","cg06532268",-0.000410544689428367,"Flt3L_FOM1"
"43789","cg06612196",-0.00331560659479291,"Flt3L_FOM1"
"43790","cg06624143",0.000129842767198703,"Flt3L_FOM1"
"43791","cg06699489",0.00435728067652195,"Flt3L_FOM1"
"43792","cg06708634",0.00238387200588582,"Flt3L_FOM1"
"43793","cg06728252",0.000453364309099013,"Flt3L_FOM1"
"43794","cg06753439",6.43005351203123e-05,"Flt3L_FOM1"
"43795","cg06773563",-0.00036491375676368,"Flt3L_FOM1"
"43796","cg06775001",0.000808481248723365,"Flt3L_FOM1"
"43797","cg06792428",0.00619109510053773,"Flt3L_FOM1"
"43798","cg06797068",-0.00300678499814531,"Flt3L_FOM1"
"43799","cg06804823",-0.000313742252180416,"Flt3L_FOM1"
"43800","cg06809298",0.0014377676188232,"Flt3L_FOM1"
"43801","cg06864789",0.000752326643615522,"Flt3L_FOM1"
"43802","cg06875863",0.000288243815161475,"Flt3L_FOM1"
"43803","cg06882829",-0.000460966630237833,"Flt3L_FOM1"
"43804","cg06937348",-0.000143044405232491,"Flt3L_FOM1"
"43805","cg06952379",0.000235159730050732,"Flt3L_FOM1"
"43806","cg07003900",0.00081297037774295,"Flt3L_FOM1"
"43807","cg07014126",-7.36910503257737e-05,"Flt3L_FOM1"
"43808","cg07015256",-0.000204273444661978,"Flt3L_FOM1"
"43809","cg07017214",-0.00312032204103432,"Flt3L_FOM1"
"43810","cg07076850",-0.00100680766774242,"Flt3L_FOM1"
"43811","cg07088771",-0.000850611567202637,"Flt3L_FOM1"
"43812","cg07143470",8.57197958922929e-05,"Flt3L_FOM1"
"43813","cg07180897",0.00506265531909423,"Flt3L_FOM1"
"43814","cg07232577",0.000338179755070935,"Flt3L_FOM1"
"43815","cg07252363",-0.00123394319828086,"Flt3L_FOM1"
"43816","cg07285237",0.00234477627573433,"Flt3L_FOM1"
"43817","cg07333545",-0.000491843743041016,"Flt3L_FOM1"
"43818","cg07343445",0.00120457969591836,"Flt3L_FOM1"
"43819","cg07355745",-0.00401846307118875,"Flt3L_FOM1"
"43820","cg07370845",0.000650207801718157,"Flt3L_FOM1"
"43821","cg07382347",0.000480138897867377,"Flt3L_FOM1"
"43822","cg07414199",-1.03994378350559e-05,"Flt3L_FOM1"
"43823","cg07449105",0.000968553036022238,"Flt3L_FOM1"
"43824","cg07455790",-0.00255240544380076,"Flt3L_FOM1"
"43825","cg07472579",-0.000905396366771296,"Flt3L_FOM1"
"43826","cg07480090",0.00160695202689147,"Flt3L_FOM1"
"43827","cg07482223",0.00870939056649449,"Flt3L_FOM1"
"43828","cg07516196",0.00179719603797876,"Flt3L_FOM1"
"43829","cg07523442",-0.00027117105726521,"Flt3L_FOM1"
"43830","cg07525313",0.00218405789697969,"Flt3L_FOM1"
"43831","cg07532159",-0.00249547950327643,"Flt3L_FOM1"
"43832","cg07534448",-0.000454997389044144,"Flt3L_FOM1"
"43833","cg07564979",-0.00170915820524069,"Flt3L_FOM1"
"43834","cg07571531",0.000329632050961231,"Flt3L_FOM1"
"43835","cg07584093",-0.00100619793024783,"Flt3L_FOM1"
"43836","cg07601386",0.00029151652468703,"Flt3L_FOM1"
"43837","cg07604616",0.00159911326708137,"Flt3L_FOM1"
"43838","cg07622533",0.000270404729222487,"Flt3L_FOM1"
"43839","cg07650681",0.00152003834764548,"Flt3L_FOM1"
"43840","cg07659053",-0.000834858412482274,"Flt3L_FOM1"
"43841","cg07725064",-0.0002815165273477,"Flt3L_FOM1"
"43842","cg07791065",-0.00216041256011288,"Flt3L_FOM1"
"43843","cg07797367",-0.000217238384432642,"Flt3L_FOM1"
"43844","cg07830855",-0.000719472087690444,"Flt3L_FOM1"
"43845","cg07845011",0.000846961015865589,"Flt3L_FOM1"
"43846","cg07845352",-0.00178814506668369,"Flt3L_FOM1"
"43847","cg07889003",-0.00247113143587935,"Flt3L_FOM1"
"43848","cg07913887",0.00238386909402232,"Flt3L_FOM1"
"43849","cg07939445",-1.6004783748134e-06,"Flt3L_FOM1"
"43850","cg08010331",-0.00225468789468223,"Flt3L_FOM1"
"43851","cg08027810",2.00145283203847e-05,"Flt3L_FOM1"
"43852","cg08071329",0.0006010048736335,"Flt3L_FOM1"
"43853","cg08122386",0.000793708699136537,"Flt3L_FOM1"
"43854","cg08124399",-8.1085163621858e-05,"Flt3L_FOM1"
"43855","cg08145292",-0.00411217745723878,"Flt3L_FOM1"
"43856","cg08198851",0.00933303258633549,"Flt3L_FOM1"
"43857","cg08245665",0.000853634394317965,"Flt3L_FOM1"
"43858","cg08248579",-0.00267887739366784,"Flt3L_FOM1"
"43859","cg08265274",0.00199610332949466,"Flt3L_FOM1"
"43860","cg08269402",0.000803111706470107,"Flt3L_FOM1"
"43861","cg08273233",-2.19348876138285e-06,"Flt3L_FOM1"
"43862","cg08386137",-0.000168524943966349,"Flt3L_FOM1"
"43863","cg08412936",0.000846244006476896,"Flt3L_FOM1"
"43864","cg08426066",-6.78621863318502e-05,"Flt3L_FOM1"
"43865","cg08468741",0.000540889322335776,"Flt3L_FOM1"
"43866","cg08500704",0.000588766675322334,"Flt3L_FOM1"
"43867","cg08506353",-0.00121330205420346,"Flt3L_FOM1"
"43868","cg08511651",0.00103592563305208,"Flt3L_FOM1"
"43869","cg08550748",-0.00189155248932529,"Flt3L_FOM1"
"43870","cg08560874",-5.79612701790422e-05,"Flt3L_FOM1"
"43871","cg08594281",0.00363640680892757,"Flt3L_FOM1"
"43872","cg08622666",0.000497894774629365,"Flt3L_FOM1"
"43873","cg08658810",0.000579989159663052,"Flt3L_FOM1"
"43874","cg08693832",0.00160613733554032,"Flt3L_FOM1"
"43875","cg08698685",-4.16847968112656e-05,"Flt3L_FOM1"
"43876","cg08753391",-0.000170602145347043,"Flt3L_FOM1"
"43877","cg08794539",-0.000561038413276024,"Flt3L_FOM1"
"43878","cg08815198",0.000551570940410552,"Flt3L_FOM1"
"43879","cg08824384",-0.000599456233886161,"Flt3L_FOM1"
"43880","cg08899667",0.0010014722523948,"Flt3L_FOM1"
"43881","cg08929197",0.000430547687469824,"Flt3L_FOM1"
"43882","cg08959645",-0.00178153023139942,"Flt3L_FOM1"
"43883","cg08968107",0.000322875707141046,"Flt3L_FOM1"
"43884","cg09002684",-0.00225772290929095,"Flt3L_FOM1"
"43885","cg09041720",0.000267468826644536,"Flt3L_FOM1"
"43886","cg09043403",-5.38480194827975e-05,"Flt3L_FOM1"
"43887","cg09057517",0.000376966862976919,"Flt3L_FOM1"
"43888","cg09059466",-0.00141418708868027,"Flt3L_FOM1"
"43889","cg09076927",0.000747014669669461,"Flt3L_FOM1"
"43890","cg09085041",-0.00223367997193499,"Flt3L_FOM1"
"43891","cg09124453",-0.000567196714503887,"Flt3L_FOM1"
"43892","cg09140531",0.00344849750723138,"Flt3L_FOM1"
"43893","cg09187505",-0.00611687407779038,"Flt3L_FOM1"
"43894","cg09230350",-0.000123125924790157,"Flt3L_FOM1"
"43895","cg09233791",-0.000212791968569671,"Flt3L_FOM1"
"43896","cg09234582",-0.00245325653211215,"Flt3L_FOM1"
"43897","cg09247979",0.00978862796813628,"Flt3L_FOM1"
"43898","cg09251292",-0.000119799839376618,"Flt3L_FOM1"
"43899","cg09279736",0.00190353296659458,"Flt3L_FOM1"
"43900","cg09285851",-0.00152600923988731,"Flt3L_FOM1"
"43901","cg09289820",-0.0017970871752052,"Flt3L_FOM1"
"43902","cg09296453",0.000794901062037328,"Flt3L_FOM1"
"43903","cg09310966",-0.00102026057279713,"Flt3L_FOM1"
"43904","cg09327778",0.000968329809851854,"Flt3L_FOM1"
"43905","cg09382842",-0.000654146391242413,"Flt3L_FOM1"
"43906","cg09392911",0.000256142556699481,"Flt3L_FOM1"
"43907","cg09405334",0.00110790395763471,"Flt3L_FOM1"
"43908","cg09428340",-0.00150654137572454,"Flt3L_FOM1"
"43909","cg09460356",-0.000414077997959303,"Flt3L_FOM1"
"43910","cg09510698",-0.00861567869528255,"Flt3L_FOM1"
"43911","cg09535768",0.00562569395304535,"Flt3L_FOM1"
"43912","cg09538825",-0.000561618027605485,"Flt3L_FOM1"
"43913","cg09556042",-0.00246040859643127,"Flt3L_FOM1"
"43914","cg09572125",-0.00113469193088658,"Flt3L_FOM1"
"43915","cg09620705",0.0017652337576846,"Flt3L_FOM1"
"43916","cg09703840",0.00120042932124274,"Flt3L_FOM1"
"43917","cg09704382",-0.000403612907704612,"Flt3L_FOM1"
"43918","cg09723088",0.000545314128241203,"Flt3L_FOM1"
"43919","cg09749225",-0.00131644969353223,"Flt3L_FOM1"
"43920","cg09757644",-0.000597901687441838,"Flt3L_FOM1"
"43921","cg09788778",-0.000783036017141833,"Flt3L_FOM1"
"43922","cg09806625",0.000525694078002638,"Flt3L_FOM1"
"43923","cg09817162",-0.000214511988100232,"Flt3L_FOM1"
"43924","cg09879382",-0.000190177363368203,"Flt3L_FOM1"
"43925","cg09900440",-0.00378737012218696,"Flt3L_FOM1"
"43926","cg09906752",-0.000320052903512657,"Flt3L_FOM1"
"43927","cg09908764",-0.000253417664671968,"Flt3L_FOM1"
"43928","cg09949906",-0.00357191749284405,"Flt3L_FOM1"
"43929","cg09966635",0.000526608338337444,"Flt3L_FOM1"
"43930","cg10018004",0.000168514935022915,"Flt3L_FOM1"
"43931","cg10072237",-0.000321638153821981,"Flt3L_FOM1"
"43932","cg10102384",-0.00047503802514387,"Flt3L_FOM1"
"43933","cg10158679",-0.00279953057164899,"Flt3L_FOM1"
"43934","cg10167891",0.0002382237072519,"Flt3L_FOM1"
"43935","cg10172319",0.000218491717429554,"Flt3L_FOM1"
"43936","cg10173649",0.000227477855838228,"Flt3L_FOM1"
"43937","cg10180404",0.000515374564801342,"Flt3L_FOM1"
"43938","cg10218472",-8.85963607746024e-05,"Flt3L_FOM1"
"43939","cg10277864",0.00384586694258961,"Flt3L_FOM1"
"43940","cg10296973",0.00253948985232188,"Flt3L_FOM1"
"43941","cg10365886",0.00490310288611767,"Flt3L_FOM1"
"43942","cg10381888",0.000632471999748238,"Flt3L_FOM1"
"43943","cg10439246",0.000448011180070008,"Flt3L_FOM1"
"43944","cg10452588",-0.00113602200987682,"Flt3L_FOM1"
"43945","cg10464773",-0.000987458858155834,"Flt3L_FOM1"
"43946","cg10471638",-0.00437347783019008,"Flt3L_FOM1"
"43947","cg10477653",0.00140196403977816,"Flt3L_FOM1"
"43948","cg10482512",-0.00166870458993903,"Flt3L_FOM1"
"43949","cg10558740",5.43819065336953e-05,"Flt3L_FOM1"
"43950","cg10563109",0.00024450376927458,"Flt3L_FOM1"
"43951","cg10568066",0.00084287221236499,"Flt3L_FOM1"
"43952","cg10582608",0.00114535170281104,"Flt3L_FOM1"
"43953","cg10582827",0.00333999046454699,"Flt3L_FOM1"
"43954","cg10600786",0.00119773389644607,"Flt3L_FOM1"
"43955","cg10606698",-0.000206256503546916,"Flt3L_FOM1"
"43956","cg10632894",0.000344110612008796,"Flt3L_FOM1"
"43957","cg10645648",0.000754306447329713,"Flt3L_FOM1"
"43958","cg10735454",0.00120675481661276,"Flt3L_FOM1"
"43959","cg10739386",-0.000338835834849929,"Flt3L_FOM1"
"43960","cg10768316",-0.000508159305559884,"Flt3L_FOM1"
"43961","cg10795676",0.000323070842849872,"Flt3L_FOM1"
"43962","cg10850215",-0.00136269819899376,"Flt3L_FOM1"
"43963","cg10862848",0.000516657098829221,"Flt3L_FOM1"
"43964","cg10863737",0.0017662035899941,"Flt3L_FOM1"
"43965","cg10876863",0.000150539342823863,"Flt3L_FOM1"
"43966","cg10890302",0.000527789783953951,"Flt3L_FOM1"
"43967","cg10910512",-0.000505194150294544,"Flt3L_FOM1"
"43968","cg10914467",0.00081360581852025,"Flt3L_FOM1"
"43969","cg10923662",6.00366149932419e-05,"Flt3L_FOM1"
"43970","cg10935498",-6.08704867223585e-05,"Flt3L_FOM1"
"43971","cg10965508",-0.00140510461169722,"Flt3L_FOM1"
"43972","cg10965581",0.00129301563427364,"Flt3L_FOM1"
"43973","cg10974479",-0.000367326909521354,"Flt3L_FOM1"
"43974","cg10975897",0.00156387980269596,"Flt3L_FOM1"
"43975","cg11012965",0.00165176792735449,"Flt3L_FOM1"
"43976","cg11036359",0.0044638249093577,"Flt3L_FOM1"
"43977","cg11040238",-0.00312657892274894,"Flt3L_FOM1"
"43978","cg11045746",0.00624512111777988,"Flt3L_FOM1"
"43979","cg11074353",0.0022229394528274,"Flt3L_FOM1"
"43980","cg11082635",0.00215210277536579,"Flt3L_FOM1"
"43981","cg11092486",0.00172910550174443,"Flt3L_FOM1"
"43982","cg11138837",-0.00223269073780015,"Flt3L_FOM1"
"43983","cg11169463",0.00104310121503392,"Flt3L_FOM1"
"43984","cg11181693",-0.000990278799837049,"Flt3L_FOM1"
